Sample Name,DB,DOHH2,FARAGE,HBL1,KARPAS422,OCILY1,OCILY18,OCILY19,OCILY7,OCILY8,RCK8,RIVA,SUDHL10,SUDHL16,SUDHL2,SUDHL4,SUDHL6,TMD8,TOLEDO,U2932,WSU_DLCL2
ALDH4A1,-0.245952127,1.328168888,1.29934901,1.435565863,0.157359521,0.624493292,0.453856457,1.552349614,1.203361371,0.208737501,1.306952824,1.679024051,0.756432795,0.988304222,0.907662644,1.714083403,0.587226623,1.382634777,1.680594384,1.040801512,0.688858633
ALDOC,3.421687579,3.125151125,3.051469967,3.360375691,3.073953824,3.143893891,3.172690176,2.981017085,2.784446971,3.042559332,2.74474955,2.68539913,3.082471182,3.42184548,3.234246744,3.430902602,3.025342804,3.223271768,2.759089649,3.063125629,3.542395806
ALK,1.036594463,2.07177087,2.129764157,1.940230867,1.537570762,1.101614547,1.520448576,0.544209988,2.296877069,0.340016415,1.754261417,1.130518217,2.417817965,0.401484197,1.70196053,-0.001277018,0.533981111,2.113277955,0.630058319,2.144342104,2.146829534
ALKBH2,2.03583851,1.723032418,1.594881534,1.730740114,2.028153452,1.500227359,1.914968926,1.93695446,2.035784548,1.817766627,1.345268122,1.908669467,2.212994721,1.396968096,1.589177971,2.342207323,2.181066284,1.694110842,1.810440455,1.891992637,1.95533936
ALKBH3,2.594989953,2.506299092,1.707546295,2.036169304,1.685418778,1.218911541,2.186020371,0.808517177,2.243958402,2.485199305,1.668863945,1.952720494,2.35866787,2.094118428,2.20869264,2.370784816,0.716321319,2.411120733,1.65080738,2.456691673,2.055006807
ALPL,1.256929989,1.407350134,1.282643316,1.330830512,1.561051858,1.121358605,1.417644285,0.532310765,2.075106648,0.710682339,1.347194043,0.93259852,2.053592988,0.053029551,1.639568707,0.742112126,1.477604644,1.778945161,1.164786337,1.59230513,1.662529694
AMER1,2.160588053,2.181700096,2.051711577,1.87064768,2.052782067,1.806602585,1.825188248,2.632585555,2.093132936,2.090558348,1.597311657,2.059101478,2.065788179,1.98323382,2.112604376,1.813175482,1.82012504,2.185549363,2.396819121,1.857006379,1.87338306
AMFR,3.293959957,2.932394941,3.229923231,2.777106369,3.22970747,3.350936171,3.149288097,3.057787491,2.974509694,3.051273324,2.891865617,3.052833132,3.261013264,3.389458494,3.210137881,3.305345934,3.081381217,3.12738179,2.608267984,3.334224781,3.464126324
AMH,1.931584372,1.897978687,1.68115066,1.566760473,1.466989688,1.422388601,1.240202186,1.866987861,1.811212041,1.646674496,1.995251665,1.718881479,1.682542794,1.537876706,1.601336309,2.033998743,1.448715079,1.794342737,2.002500222,1.380613196,1.497823831
AMOT,2.0052804,1.649169965,1.670823488,1.053800793,1.645910237,0.715300706,1.473269498,1.103113062,2.052603473,1.268323191,1.884623061,1.171136068,1.650677375,0.984409178,1.769359946,0.918203385,0.904647034,2.059927236,1.932011364,1.414198579,1.350504314
ANAPC2,2.152277314,2.631237829,2.492228412,2.479594371,2.123031492,2.497529869,2.343718179,2.46172969,2.368830768,2.476047298,2.603852198,2.488029568,2.361285686,2.353390887,2.691479633,2.526749228,2.262158386,2.571757984,2.659096527,2.476386884,2.508789468
ANG,0.827154971,1.615355657,1.57507314,1.669649069,1.695598021,1.205868684,1.458791675,1.695339551,1.988738985,1.27495377,1.576284378,1.819147388,1.727469099,0.831180802,1.529027791,0.880414825,1.225331718,1.469341115,1.306265324,1.758453729,1.635946212
ANGPT1,1.182722498,1.966951687,2.024294332,1.678603912,1.858063238,1.48517943,1.580034266,1.300290719,2.319317938,0.823386619,2.180888242,1.280280537,2.229802022,1.072625107,2.085505093,1.443488201,1.329105176,2.035666523,1.92923631,2.073871607,2.023075776
ANGPT2,0.577956614,1.384026706,1.478163127,1.122744343,1.257730066,0.79720481,0.970486253,0.754159514,1.864595806,-0.176613381,1.018391469,0.809149646,1.82914508,-0.060913801,1.569561337,0.40329357,0.451006876,1.461273494,0.764140435,1.713203888,1.805739727
ANGPTL1,1.058681993,1.569988719,1.858374369,1.483257853,1.73790437,0.910102929,1.399746892,1.372207611,2.133636724,0.483438558,1.849814494,1.049630507,2.12720248,0.530150806,2.003518544,1.376141324,0.619411306,1.82300133,1.937508836,1.781597845,1.685009617
ANGPTL4,-0.546982123,0.685056702,-0.299988123,0.465529086,0.458389516,0.388964845,-0.011030341,0.739436257,0.836355076,0.208737501,0.335508285,0.288249467,0.877854958,-0.45885381,-0.911881291,-0.036039124,0.362584973,0.646319595,0.855587552,1.072986195,0.333470975
ANKRD37,2.184606642,2.973167098,2.345188435,2.435177927,1.993261376,2.334236427,2.8245017,2.166339962,2.5021998,2.119110759,2.086857385,2.445238912,2.340982862,2.509512377,2.684275789,1.759261448,2.279802404,2.302085057,2.346416914,2.744423529,2.114987003
ANLN,2.700336346,2.540826424,2.272302483,1.776399337,2.472629955,2.695175353,2.434962841,2.672975905,2.804983932,2.348801669,2.26376444,2.565024502,2.645463261,2.706909697,2.155189565,2.602533323,2.909048029,2.410358411,2.634196678,2.279316333,2.188383997
ANPEP,NaN,0.000809954,0.244079921,0.039560354,-0.240580488,-0.707945168,-0.613090332,0.3377361,0.507296357,-0.720681425,NaN,0.48989483,-0.257807644,-1.060913801,0.6901787,0.060870889,0.21364596,1.820040892,0.405118492,-0.219269876,NaN
ANXA1,0.373836631,-0.124128783,NaN,-0.069584115,0.303487556,0.221473758,0.055916449,0.862498989,0.609958699,0.483438558,0.424449368,0.224580387,0.265071101,3.605229626,0.760216567,0.282719639,0.722481628,0.579372806,0.803058501,0.649961844,-0.842620284
ANXA2,3.209932777,2.570768772,2.928027052,3.199060707,2.282949211,1.501569847,2.852292519,2.796800645,2.658052797,2.499295832,2.272980584,2.586606263,2.389412272,2.798284561,3.144146467,1.322530193,1.505700549,3.111368432,2.788741537,3.114821812,2.488199182
ANXA3,0.905315548,2.069614029,2.049774921,1.597201206,1.422177344,1.298520874,1.470889797,1.051555225,2.25831871,0.53459108,1.8230323,1.263890121,2.338422803,0.430447893,1.843993564,1.253995487,0.634651272,1.955254057,1.605343431,2.135606546,1.893776218
ANXA8,1.22140929,1.747054826,1.851534944,1.905519304,1.561051858,1.478163212,1.579105294,0.845239984,2.320432372,0.496802519,1.744364708,0.998905229,2.255853793,0.300814035,1.673579438,0.452981354,0.871223279,1.718051354,1.359361002,1.887940093,2.047800735
AP2B1,2.935319644,2.665373587,2.999954777,2.992782951,2.873863684,2.502239538,2.643627414,2.709205529,2.730705759,2.608614734,2.494966097,2.626252957,2.863095173,2.710158982,2.935814729,2.544980831,2.551195973,2.80915213,2.571485164,2.775135271,2.994589244
APAF1,2.27343829,2.269153868,1.794308274,2.061208981,2.115764117,2.083043307,2.283986671,2.232966416,1.843756091,1.673770256,1.255536693,2.156412811,2.01980157,2.264601862,2.010844167,2.06231613,2.140502669,1.95088046,1.620718293,1.759367072,2.092382867
APBB1,2.21444451,0.30183995,0.302071868,1.218856753,-0.064489229,1.566212681,0.085879672,1.897694739,1.758528884,1.860813117,-0.307944392,1.700175122,0.168161088,1.41037791,0.430541389,1.782406721,1.397562556,1.354063524,1.887379387,0.123152805,1.743967021
APC,2.443060588,2.338934291,2.187503768,2.104849529,2.483558789,2.339524407,2.22005678,2.169411167,2.412732424,2.058554207,2.282451555,2.248157715,2.29587315,2.018990667,2.32891748,2.075951086,2.116489118,2.381657736,2.404652928,2.237096157,2.146384332
APCS,0.845128342,2.064018174,1.928540554,1.738530358,1.561051858,0.904838689,1.150337661,0.814857355,2.325742202,0.823386619,1.671603983,1.049630507,2.377843622,0.483154243,1.74036505,0.876005706,0.716321319,1.868345572,1.625413414,1.925615542,1.819192402
APEX1,3.411215314,3.129263075,3.109141573,3.233117794,3.27769211,3.286371985,3.226576225,3.422793883,3.18053236,3.356704651,3.581592606,3.297159186,3.10388872,2.80902161,2.99326671,3.159676076,3.23906355,3.003865533,3.559705475,3.064257489,2.989824757
APEX2,1.616378059,1.694683401,1.629430803,1.64522447,1.607608629,1.702832065,1.388354909,1.52131538,1.617886067,1.451045029,1.706576147,1.635135645,1.953935669,1.96887567,1.939988309,1.56147324,1.744543881,1.969803213,1.963569906,1.791877485,1.713682217
APH1B,2.195743008,1.986460928,1.93173626,1.867073219,2.123657728,2.129011569,2.122774598,2.036706104,2.30131942,1.89684311,1.824315298,2.345500507,2.152407031,2.117199451,2.130300303,2.212138564,1.967785717,2.368919944,1.856136945,2.017770915,2.21580574
APOC2,0.373836631,0.951012486,0.883281721,0.988407832,0.713662021,1.374840202,0.748637504,0.318430945,1.386200959,0.455409834,0.5728692,1.665158073,1.300500839,-0.45885381,0.700902565,0.452981354,0.269163288,1.137967103,1.011038905,1.234048464,1.091878167
APOC4,-0.325133373,-0.601250037,-0.299988123,-0.069584115,NaN,0.388964845,NaN,0.27703826,0.234295085,0.124416615,NaN,0.121918045,0.110169141,0.416207454,0.700902565,0.428847674,0.017351315,0.070066868,0.071903813,0.081760119,-0.842620284
APOL3,0.467258316,2.542493183,2.67978781,1.838900904,1.045726251,2.293355765,2.48242771,2.710968025,2.053427562,2.171134695,1.304839465,1.133347507,2.343890284,2.506230244,2.10221903,-0.036039124,0.611585968,1.76568323,2.339977504,2.020279845,2.00679913
APP,1.252358426,2.391745061,1.738433323,3.42665343,1.446651113,1.337377811,1.438705113,1.013434762,2.102425,2.820835416,1.685932523,1.017708793,2.133715539,0.300814035,1.681404776,0.518248086,1.221471297,1.749215115,1.352412142,1.94269674,1.936976207
APPBP2,2.417277507,2.197400608,2.222129941,2.44647884,2.151529977,2.312208864,2.250430791,2.213049055,2.329900256,2.41777917,2.029315148,2.249022843,2.399566957,2.03425555,2.119527173,2.182102344,1.945673998,2.143079851,2.291004491,2.334855705,2.318747718
AQP1,0.356107864,0.993510715,0.721201176,0.817711604,0.759419512,0.698595012,0.864030923,0.648106122,1.123596787,0.092231932,0.692055608,0.5990393,1.262894182,0.551870056,1.215223507,0.163533231,0.415291323,0.956123515,0.803058501,0.962573712,1.139650949
AQP2,0.674866627,1.275737147,1.615147784,1.379784071,1.37920827,0.920443762,1.430926497,0.768399953,2.11475138,0.182408562,1.26492721,0.784675877,1.915864141,0.38624423,1.133441687,0.547537462,0.587226623,1.713519544,1.054870474,1.70500941,1.59671241
AQP4,1.134259114,1.408767083,1.744355612,1.625647319,1.651514115,1.146360874,1.352268182,1.14036112,2.105356957,0.892102432,1.632572093,1.173713491,2.034448427,1.49779477,1.898351227,1.279231311,1.958294485,1.810429557,1.485590362,2.305515573,1.730251318
AQP7,0.962668356,2.218513183,1.762593861,2.195233708,1.641184462,1.438182868,1.895214887,1.125227377,2.314605836,1.187803594,2.113330399,1.116088501,2.66083419,0.921357432,1.883998726,1.52724415,0.939409141,2.094741949,1.359361002,2.076517064,2.252200096
AQP9,1.19600471,1.901177083,2.022747881,1.679710395,1.873362864,1.260537781,1.575369404,1.447299975,2.401427731,0.937329972,1.988720798,1.208277876,2.342620681,0.751999556,2.297901723,1.481376726,0.935681268,2.128434484,1.818298468,2.121570674,1.987968385
AR,0.775237172,1.893831546,1.993374432,1.678603912,1.649654178,0.593084828,1.33139234,0.873635355,1.943988955,0.25704218,1.499590636,1.121918045,1.957477336,0.731477889,1.822918538,0.537992144,0.543321137,1.915641892,1.220411551,1.7482781,1.583890977
ARAF,2.447188333,2.470877265,2.732126757,2.578496965,2.246086085,2.291185373,2.262934959,2.401053138,2.350944331,2.373789704,2.575262641,2.503454274,2.354976212,2.588128833,2.986624494,2.48049625,2.471215456,2.855013171,2.688581259,2.584460295,2.595288752
AREG,-0.546982123,-0.601250037,0.876103136,0.085317845,0.157359521,0.48238653,-1.090211587,0.089951616,0.260624024,0.425446611,0.511599544,-0.151083227,-0.257807644,NaN,NaN,-0.160977861,0.362584973,-0.441816493,NaN,0.625828164,-0.842620284
ARHGAP44,2.165667579,1.536525924,2.675328778,2.042446042,2.26456949,0.405998184,1.333034287,0.520076308,1.692932934,1.44958029,1.542088866,2.220677106,1.558433656,2.814610463,2.241018305,1.993682758,1.914978406,2.260614043,1.51305491,0.852612131,2.36956732
ARHGEF16,-1.024103378,0.477931209,NaN,NaN,-1.018731738,0.79720481,-0.135969077,-0.245840486,0.308928703,-0.720681425,NaN,0.701701642,-0.433898903,NaN,-0.911881291,-1.11522037,0.389737219,-0.742846489,0.463110439,-0.441118626,0.157379716
ARID1A,2.745347802,2.828125368,2.819680084,2.694271544,2.738740209,2.665150819,2.664136749,2.631818758,2.758934577,2.879365295,2.098595788,2.942513542,2.519014564,2.760665227,2.584356254,2.91671297,2.876875594,2.801717608,2.239448349,2.523612295,2.741371515
ARID1B,2.978321887,3.170312948,2.687454682,2.798556306,3.026708601,3.224984975,2.877008673,3.421378913,3.134013018,3.113866433,2.333529719,2.867201081,2.862382271,2.436154135,2.784562472,3.235512082,2.906372737,2.736944691,3.019224403,2.677697026,2.870281841
ARID2,2.459769076,2.725631763,2.642392023,2.497778392,2.565486374,2.427028372,2.254180687,2.61718481,2.416317211,2.531443127,2.327740371,2.831640161,2.553208496,2.534251614,2.28263305,2.678709637,2.493851705,2.219996192,2.644686082,2.41176782,2.549548865
ARMC1,2.772193362,2.600238125,2.76615137,2.622002517,2.607813921,2.582200787,2.412488588,2.505695218,2.695286839,2.474803098,2.379049174,2.770082824,2.655122597,2.569005235,2.320860771,2.737503541,2.815853981,2.495074077,2.004065248,2.725508805,2.807978614
ARNT,2.233335189,2.224608645,2.063153587,2.106507144,2.178824475,2.214001286,2.162641444,2.190056943,2.020069666,2.163830734,2.39826115,2.126812367,2.368361573,2.296258457,2.182240304,2.156621237,2.223405797,2.188102542,2.72086399,2.080019458,2.092886982
ARNT2,NaN,0.222658704,-0.056950074,0.364071446,-0.416671747,NaN,-1.090211587,-0.069749227,NaN,1.252446429,1.061271465,0.723978036,-0.33698889,-1.060913801,-0.911881291,NaN,0.126495784,-0.043876485,-1.042039539,0.036002629,-0.842620284
ASB13,0.992929961,0.741172643,2.082479199,0.603831785,1.657961871,0.352752672,1.561066427,1.571504486,1.491072945,1.095559875,-0.529793142,1.338523739,2.225065939,2.507405284,1.408264995,2.331472096,1.997679392,1.241680824,1.480404695,2.180749759,2.159113429
ASB16-AS1,1.967122698,1.906605834,1.843807081,1.962689191,1.976464553,2.113895759,1.882454005,2.010235525,2.129855743,2.001541039,2.070453509,2.130234271,2.061992176,1.88798796,1.954996523,2.123327518,2.120421636,2.005729128,2.074236049,1.826834911,1.81059223
ASB9,0.845128342,1.808119433,1.68115066,1.714727444,1.133556606,0.96415269,1.50307448,0.980329638,1.99064588,0.358499821,1.100295573,0.75200676,2.296277521,0.115177458,1.426575202,0.264990872,0.415291323,1.889104337,0.962281835,1.735936661,1.839524792
ASNS,3.278984633,2.530261697,3.083063865,2.889184479,3.080534434,3.035838884,2.936934079,2.760910714,3.006479219,2.86177967,3.234681886,3.466847123,3.553029507,2.795996259,2.57355619,2.930063481,3.071937013,2.456634426,2.988843414,3.107557361,2.694064389
ASPM,2.833831887,2.27458262,2.535860921,2.120747583,2.794715806,2.629114558,2.341312997,2.445683036,2.866562522,2.100832103,2.095519309,2.86756527,2.725743473,2.563265125,1.748034909,2.617896611,3.039720762,2.456908688,2.749159708,2.611831688,1.926017817
ASXL1,2.654506039,2.790860428,2.493976782,2.164860852,2.262528949,2.376452351,2.346586923,2.661570875,2.577826761,2.7873093,1.872181483,2.758539653,2.475523394,2.272130229,2.461766181,2.482365132,2.372008452,2.625533383,2.15606746,2.508596573,2.492034483
ATAD2,2.540917551,2.245087075,2.078863823,2.248180838,2.441263518,2.971846003,2.148336301,2.465966743,2.485933305,2.150599548,2.646201597,2.641220894,2.799160696,2.448960484,2.253066081,2.229171904,3.008957074,2.120476371,2.999668882,2.483505202,2.130969339
ATF1,2.082087519,2.191608385,2.2800811,2.269156882,2.308627196,1.925018,2.12410231,2.209512024,2.303639375,2.035954683,1.854620015,2.198679817,2.431353168,2.403724758,1.971780144,2.239847836,2.313075455,1.981838899,1.905394183,2.236792348,2.321435008
ATF2,2.649838621,2.914976748,2.636148464,2.563162321,2.567855566,2.518138948,2.692690819,2.735827141,2.719661551,2.56239355,2.36893204,2.678220546,2.674919723,3.006194268,2.459556026,2.529611959,2.654769561,2.506351868,2.389806507,2.707689612,2.660489153
ATF4,2.637425362,2.650225951,2.464001095,2.542139193,2.511083458,2.781661798,2.749894508,2.762333698,2.98878676,2.526432217,3.041333136,2.608112302,2.981157955,2.138292678,2.430343938,2.521367814,2.637189704,2.58868203,2.869863457,2.815518955,2.497029874
ATF6,2.355745801,2.277845842,2.348127834,2.272838565,2.444563872,2.002172197,2.319045065,2.220532775,2.486541135,2.059275626,2.242528565,2.393759652,2.412747425,2.12660692,2.222933079,2.177257224,2.110773,2.178839986,2.383983477,2.549664066,2.344618336
ATF6B,2.173728316,2.160427271,2.136572048,2.03373081,2.243481967,2.415416391,2.326761586,2.456590051,2.241562655,2.100176564,1.980304834,2.392674496,2.210293418,2.125760067,2.347712587,2.300754041,2.463622125,2.256936309,2.477788455,2.267018885,2.270988867
ATG12,1.706678898,1.500267918,1.656660456,1.560989033,1.753589968,1.504242436,1.647775739,1.506207962,2.11044073,1.500732813,1.694653589,1.686978385,1.942678054,1.174614646,2.227997795,1.67717132,1.380425801,2.160243498,1.350657414,1.687065166,1.705154421
ATG13,1.363286449,0.885416535,1.08472362,0.856169856,1.604517552,1.213741308,1.155301081,0.808517177,1.438415067,0.734163435,1.283120215,0.875245712,1.256297177,1.112272467,1.630944136,0.94547747,1.405249385,1.512426016,1.040745831,1.506641756,0.996228807
ATG16L1,2.192062524,2.422550947,2.479788686,2.211449252,2.334992199,2.470887949,2.340186004,2.394806554,2.464903644,2.245929562,2.13703672,2.127670374,2.462902794,2.262956806,2.067211609,2.476511869,2.410801162,2.295376149,2.391250146,2.184193825,2.245870186
ATG3,2.730932556,3.018747132,2.93717846,2.924166935,3.030098348,2.668905418,2.629616699,2.634496645,2.662632394,2.577079086,2.281111139,2.775837722,2.749086064,3.080755416,2.540058578,2.570610905,2.912181452,2.610300057,2.139804049,2.967517001,2.5070457
ATG5,2.385660726,2.364891695,2.555228072,2.410217342,2.574110945,2.438647934,2.334833288,2.034434288,2.58816325,2.20975817,2.421382418,2.145307701,2.602330641,2.500664567,2.390233086,2.292849916,2.379214004,2.147294971,2.380714402,2.121570674,2.292194086
ATG7,1.247738229,1.846424704,1.696742392,1.619343951,1.72790246,1.655666812,1.731956492,1.886098809,1.847740472,1.593185795,1.667946744,1.756731067,2.032226967,1.5290358,1.729592819,1.839986168,1.598764536,1.848774549,1.485590362,1.852612131,1.942709551
ATM,2.723619084,2.589081661,2.286036259,2.342035591,2.887657183,3.03591722,3.030921303,2.895243302,2.586356949,2.664030318,2.605657558,2.594576999,2.567942937,2.385157135,3.027038521,2.648282495,2.734189038,2.900013564,2.790980008,2.749959604,2.629843613
ATP5A1,3.640632591,3.309249859,3.493976782,3.674373376,3.574864428,3.41159114,3.384004677,3.320007333,3.536192802,3.850625528,3.502449444,3.874760052,3.295022743,3.177408355,3.289679687,3.568924531,3.846797531,3.500290816,3.356473361,3.706361887,3.409479965
